physician_id,physician_specialty,physician_state,payment_date,payment_amount,payment_type,paying_company
PHY00474,Neurology,OH,2025-06-04,543.29,Meal,MedCore Ltd
PHY00411,Endocrinology,CA,2024-03-05,126.03,Royalty,Acme Pharma
PHY00369,Endocrinology,NY,2025-06-19,49.06,Royalty,BioGen Solutions
PHY00185,Cardiology,OH,2025-09-02,296.39,Royalty,NovaHealth Inc
PHY00477,Cardiology,MI,2025-06-17,335.87,Consulting Fee,BioGen Solutions
PHY00158,Oncology,MI,2024-04-21,1862.96,Speaker Fee,BioGen Solutions
PHY00122,Pulmonology,FL,2024-09-29,944.67,Royalty,MedCore Ltd
PHY00278,Rheumatology,IL,2025-07-21,58.03,Travel & Lodging,Acme Pharma
PHY00428,Neurology,OH,2025-04-26,304.08,Research Payment,Acme Pharma
PHY00179,Cardiology,NY,2024-08-06,1169.03,Research Payment,Acme Pharma
PHY00016,Pulmonology,TX,2025-05-06,94.37,Speaker Fee,MedCore Ltd
PHY00476,Psychiatry,TX,2024-03-05,8.76,Meal,NovaHealth Inc
PHY00192,Endocrinology,NC,2024-06-19,260.92,Meal,BioGen Solutions
PHY00162,Cardiology,NY,2025-03-27,327.51,Royalty,NovaHealth Inc
PHY00016,Pulmonology,TX,2024-11-22,1755.36,Speaker Fee,Acme Pharma
PHY00081,General Practice,MI,2025-04-29,604.47,Meal,NovaHealth Inc
PHY00150,Psychiatry,TX,2024-12-05,94.55,Speaker Fee,NovaHealth Inc
PHY00211,General Practice,IL,2024-02-14,367.55,Consulting Fee,BioGen Solutions
PHY00023,Oncology,NC,2025-02-13,108.29,Travel & Lodging,NovaHealth Inc
PHY00097,Oncology,IL,2025-07-01,91.0,Research Payment,BioGen Solutions
PHY00192,Endocrinology,NC,2024-08-06,151.43,Royalty,BioGen Solutions
PHY00208,Neurology,NY,2024-11-29,338.04,Research Payment,NovaHealth Inc
PHY00035,Rheumatology,NC,2024-03-19,1368.47,Consulting Fee,Acme Pharma
PHY00169,General Practice,GA,2025-10-24,1287.91,Travel & Lodging,NovaHealth Inc
PHY00032,Cardiology,GA,2024-10-13,54.64,Royalty,BioGen Solutions
PHY00010,Oncology,NY,2025-08-05,64.74,Speaker Fee,NovaHealth Inc
PHY00158,Oncology,MI,2024-05-05,145.27,Travel & Lodging,BioGen Solutions
PHY00495,Pulmonology,OH,2025-11-12,39.69,Travel & Lodging,MedCore Ltd
PHY00204,Cardiology,NY,2024-02-25,605.55,Royalty,BioGen Solutions
PHY00284,General Practice,IL,2025-12-21,4942.07,Royalty,BioGen Solutions
PHY00498,Neurology,NC,2025-03-17,165.09,Meal,NovaHealth Inc
PHY00447,Endocrinology,PA,2025-12-15,639.89,Speaker Fee,Acme Pharma
PHY00101,General Practice,MI,2024-06-24,118.51,Research Payment,MedCore Ltd
PHY00424,Endocrinology,IL,2024-12-31,46.52,Consulting Fee,Acme Pharma
PHY00216,Pulmonology,FL,2024-08-16,166.94,Meal,NovaHealth Inc
PHY00472,Psychiatry,PA,2025-10-10,896.67,Meal,Acme Pharma
PHY00273,Psychiatry,CA,2024-04-26,2323.16,Speaker Fee,BioGen Solutions
PHY00341,Endocrinology,NC,2025-10-22,1707.66,Speaker Fee,BioGen Solutions
PHY00413,Rheumatology,FL,2024-05-31,80.39,Research Payment,NovaHealth Inc
PHY00017,Neurology,MI,2024-03-13,882.83,Royalty,Acme Pharma
PHY00157,General Practice,GA,2024-05-11,765.11,Consulting Fee,Acme Pharma
PHY00079,General Practice,MI,2024-06-03,327.54,Meal,Acme Pharma
PHY00247,Cardiology,CA,2025-06-14,236.98,Speaker Fee,NovaHealth Inc
PHY00174,Neurology,FL,2024-04-01,85.77,Consulting Fee,NovaHealth Inc
PHY00480,Neurology,OH,2025-11-23,27.86,Meal,Acme Pharma
PHY00184,Endocrinology,CA,2025-10-04,436.89,Travel & Lodging,Acme Pharma
PHY00055,General Practice,MI,2025-10-27,1024.92,Research Payment,NovaHealth Inc
PHY00263,Pulmonology,NY,2024-02-15,125.67,Royalty,MedCore Ltd
PHY00400,Cardiology,TX,2025-02-11,164.16,Consulting Fee,Acme Pharma
PHY00266,Oncology,FL,2024-04-27,909.08,Speaker Fee,MedCore Ltd
PHY00157,General Practice,GA,2025-05-01,1200.53,Consulting Fee,NovaHealth Inc
PHY00299,Pulmonology,NC,2025-10-27,45.23,Speaker Fee,NovaHealth Inc
PHY00199,Pulmonology,PA,2024-06-09,212.76,Travel & Lodging,MedCore Ltd
PHY00068,Cardiology,OH,2025-04-03,1804.0,Speaker Fee,NovaHealth Inc
PHY00108,Neurology,FL,2024-10-12,3703.78,Royalty,NovaHealth Inc
PHY00236,Neurology,GA,2024-10-08,554.75,Research Payment,MedCore Ltd
PHY00304,Rheumatology,IL,2025-07-31,235.92,Research Payment,BioGen Solutions
PHY00337,Pulmonology,TX,2024-09-10,216.39,Meal,NovaHealth Inc
PHY00084,Psychiatry,NC,2024-10-02,547.76,Meal,MedCore Ltd
PHY00322,Pulmonology,PA,2025-05-26,1530.94,Meal,NovaHealth Inc
PHY00272,Psychiatry,NC,2024-12-04,1095.98,Royalty,Acme Pharma
PHY00192,Endocrinology,NC,2024-12-21,49.44,Royalty,NovaHealth Inc
PHY00012,General Practice,GA,2024-06-28,385.67,Travel & Lodging,MedCore Ltd
PHY00071,Oncology,TX,2025-04-24,1070.91,Travel & Lodging,NovaHealth Inc
PHY00084,Psychiatry,NC,2024-06-03,1273.8,Travel & Lodging,NovaHealth Inc
PHY00069,Neurology,GA,2025-06-18,65.62,Research Payment,Acme Pharma
PHY00009,General Practice,MI,2024-09-27,145.7,Speaker Fee,Acme Pharma
PHY00328,General Practice,MI,2024-05-28,102.23,Consulting Fee,BioGen Solutions
PHY00422,Oncology,TX,2025-09-09,101.7,Royalty,BioGen Solutions
PHY00014,Endocrinology,PA,2025-10-13,2364.99,Royalty,MedCore Ltd
PHY00119,Psychiatry,MI,2024-08-25,1184.59,Consulting Fee,Acme Pharma
PHY00451,Rheumatology,IL,2025-05-30,286.58,Speaker Fee,Acme Pharma
PHY00354,Psychiatry,IL,2024-04-15,482.74,Speaker Fee,Acme Pharma
PHY00019,Psychiatry,MI,2025-10-03,351.16,Meal,Acme Pharma
PHY00330,Psychiatry,TX,2025-01-26,203.53,Consulting Fee,BioGen Solutions
PHY00140,Cardiology,NY,2024-01-02,20.66,Speaker Fee,BioGen Solutions
PHY00124,General Practice,FL,2024-11-04,652.11,Meal,Acme Pharma
PHY00362,Cardiology,MI,2025-04-04,499.56,Research Payment,NovaHealth Inc
PHY00240,Psychiatry,MI,2025-03-13,604.35,Meal,NovaHealth Inc
PHY00478,Psychiatry,GA,2025-11-09,513.21,Meal,MedCore Ltd
PHY00343,Endocrinology,CA,2024-05-14,821.13,Royalty,NovaHealth Inc
PHY00189,General Practice,CA,2025-07-09,78.03,Royalty,MedCore Ltd
PHY00330,Psychiatry,TX,2025-01-09,119.42,Travel & Lodging,NovaHealth Inc
PHY00120,Pulmonology,PA,2025-12-12,299.71,Research Payment,MedCore Ltd
PHY00070,Rheumatology,FL,2024-02-26,217.03,Travel & Lodging,NovaHealth Inc
PHY00440,Endocrinology,MI,2024-12-17,36.06,Meal,MedCore Ltd
PHY00298,General Practice,OH,2024-10-09,579.03,Speaker Fee,MedCore Ltd
PHY00234,Neurology,PA,2024-01-25,128.7,Travel & Lodging,BioGen Solutions
PHY00226,Oncology,IL,2024-02-26,1005.31,Speaker Fee,BioGen Solutions
PHY00417,Pulmonology,MI,2024-08-16,189.6,Speaker Fee,MedCore Ltd
PHY00291,Cardiology,NC,2025-03-10,1847.33,Royalty,NovaHealth Inc
PHY00088,Cardiology,MI,2025-08-06,2236.52,Research Payment,NovaHealth Inc
PHY00172,Pulmonology,IL,2024-11-04,317.63,Travel & Lodging,NovaHealth Inc
PHY00186,Pulmonology,GA,2024-08-05,165.35,Meal,Acme Pharma
PHY00431,Cardiology,GA,2025-06-08,68.23,Travel & Lodging,NovaHealth Inc
PHY00229,Cardiology,TX,2024-10-01,807.75,Speaker Fee,BioGen Solutions
PHY00251,Rheumatology,OH,2024-11-05,78.24,Speaker Fee,Acme Pharma
PHY00112,General Practice,IL,2024-01-05,192.79,Speaker Fee,NovaHealth Inc
PHY00182,General Practice,FL,2024-01-13,68.28,Travel & Lodging,NovaHealth Inc
PHY00250,Endocrinology,CA,2024-09-11,106.34,Meal,NovaHealth Inc
PHY00459,Endocrinology,NC,2024-04-17,215.89,Royalty,MedCore Ltd
PHY00258,Rheumatology,OH,2025-09-30,392.28,Research Payment,BioGen Solutions
PHY00282,Neurology,PA,2024-03-28,176.09,Royalty,MedCore Ltd
PHY00329,Psychiatry,GA,2025-06-27,219.4,Research Payment,Acme Pharma
PHY00005,Endocrinology,TX,2025-04-03,330.42,Research Payment,NovaHealth Inc
PHY00178,Endocrinology,GA,2025-10-16,646.09,Speaker Fee,MedCore Ltd
PHY00127,Oncology,NY,2024-02-09,35.36,Meal,Acme Pharma
PHY00198,Neurology,NC,2025-07-30,96.07,Meal,BioGen Solutions
PHY00108,Neurology,FL,2024-01-26,34.98,Consulting Fee,BioGen Solutions
PHY00487,Endocrinology,NY,2025-04-05,165.53,Travel & Lodging,MedCore Ltd
PHY00478,Psychiatry,GA,2024-07-07,121.01,Meal,MedCore Ltd
PHY00090,Oncology,TX,2024-12-22,806.9,Consulting Fee,MedCore Ltd
PHY00009,General Practice,MI,2025-06-07,1891.92,Meal,MedCore Ltd
PHY00099,Rheumatology,OH,2024-07-15,56.04,Speaker Fee,NovaHealth Inc
PHY00226,Oncology,IL,2025-09-06,299.0,Royalty,BioGen Solutions
PHY00042,General Practice,TX,2025-02-25,403.78,Meal,Acme Pharma
PHY00033,Neurology,MI,2024-03-11,829.83,Travel & Lodging,NovaHealth Inc
PHY00171,Psychiatry,NC,2025-01-11,616.65,Royalty,BioGen Solutions
PHY00261,Cardiology,NY,2024-08-08,40.44,Meal,NovaHealth Inc
PHY00004,General Practice,NY,2024-10-07,96.1,Meal,NovaHealth Inc
PHY00420,Rheumatology,GA,2024-04-10,867.69,Speaker Fee,BioGen Solutions
PHY00419,Psychiatry,FL,2025-05-24,195.53,Consulting Fee,BioGen Solutions
PHY00226,Oncology,IL,2024-04-14,171.2,Research Payment,NovaHealth Inc
PHY00207,Psychiatry,FL,2024-01-28,5352.31,Speaker Fee,MedCore Ltd
PHY00076,Oncology,NY,2025-09-19,182.87,Speaker Fee,Acme Pharma
PHY00368,Oncology,CA,2024-09-07,25.33,Travel & Lodging,MedCore Ltd
PHY00419,Psychiatry,FL,2025-11-16,1846.82,Royalty,MedCore Ltd
PHY00433,Pulmonology,GA,2024-02-28,812.43,Consulting Fee,MedCore Ltd
PHY00199,Pulmonology,PA,2024-08-02,174.48,Travel & Lodging,BioGen Solutions
PHY00098,Neurology,PA,2025-12-28,275.39,Consulting Fee,MedCore Ltd
PHY00474,Neurology,OH,2024-03-20,2086.09,Travel & Lodging,MedCore Ltd
PHY00464,Cardiology,MI,2025-04-22,349.49,Meal,NovaHealth Inc
PHY00420,Rheumatology,GA,2025-12-07,131.93,Consulting Fee,NovaHealth Inc
PHY00124,General Practice,FL,2025-08-10,327.75,Research Payment,MedCore Ltd
PHY00196,Oncology,CA,2024-02-13,460.28,Research Payment,MedCore Ltd
PHY00207,Psychiatry,FL,2024-05-30,137.98,Meal,MedCore Ltd
PHY00165,Oncology,FL,2024-05-24,968.18,Royalty,Acme Pharma
PHY00402,Neurology,TX,2024-07-24,217.55,Royalty,MedCore Ltd
PHY00356,General Practice,NY,2025-04-12,203.7,Consulting Fee,MedCore Ltd
PHY00117,Cardiology,OH,2025-08-02,1495.02,Travel & Lodging,NovaHealth Inc
PHY00194,General Practice,NC,2024-11-20,239.47,Consulting Fee,Acme Pharma
PHY00231,Rheumatology,MI,2025-03-28,191.42,Speaker Fee,NovaHealth Inc
PHY00010,Oncology,NY,2024-12-23,1218.49,Research Payment,MedCore Ltd
PHY00193,Cardiology,NY,2025-08-26,76.98,Consulting Fee,BioGen Solutions
PHY00078,Neurology,OH,2024-03-25,213.47,Consulting Fee,Acme Pharma
PHY00058,Cardiology,IL,2025-11-27,266.73,Royalty,BioGen Solutions
PHY00308,Oncology,MI,2025-03-20,224.6,Travel & Lodging,MedCore Ltd
PHY00306,Pulmonology,MI,2025-11-03,583.78,Research Payment,NovaHealth Inc
PHY00097,Oncology,IL,2025-03-21,1142.43,Speaker Fee,MedCore Ltd
PHY00266,Oncology,FL,2024-04-04,13.31,Royalty,Acme Pharma
PHY00385,Pulmonology,PA,2024-03-11,913.02,Royalty,BioGen Solutions
PHY00372,Psychiatry,CA,2025-04-30,37.38,Royalty,Acme Pharma
PHY00156,Oncology,MI,2025-05-31,327.8,Royalty,Acme Pharma
PHY00093,Oncology,GA,2024-01-19,66.14,Consulting Fee,Acme Pharma
PHY00237,Rheumatology,MI,2025-01-21,151.71,Travel & Lodging,Acme Pharma
PHY00127,Oncology,NY,2024-08-24,1014.8,Royalty,Acme Pharma
PHY00055,General Practice,MI,2025-03-11,2182.42,Royalty,BioGen Solutions
PHY00373,Oncology,GA,2025-05-11,183.92,Consulting Fee,Acme Pharma
PHY00322,Pulmonology,PA,2024-10-01,166.57,Speaker Fee,BioGen Solutions
PHY00062,General Practice,IL,2025-09-03,252.07,Travel & Lodging,Acme Pharma
PHY00325,Rheumatology,IL,2025-02-26,418.61,Research Payment,MedCore Ltd
PHY00486,Rheumatology,NY,2025-12-09,169.1,Royalty,MedCore Ltd
PHY00196,Oncology,CA,2025-12-28,223.26,Royalty,Acme Pharma
PHY00146,General Practice,CA,2024-02-26,204.99,Travel & Lodging,MedCore Ltd
PHY00210,Pulmonology,IL,2025-06-12,355.47,Consulting Fee,Acme Pharma
PHY00335,Rheumatology,PA,2024-10-14,370.27,Meal,Acme Pharma
PHY00271,Rheumatology,NY,2025-11-30,374.85,Travel & Lodging,Acme Pharma
PHY00076,Oncology,NY,2025-10-21,1260.78,Consulting Fee,Acme Pharma
PHY00433,Pulmonology,GA,2024-04-18,31.17,Travel & Lodging,MedCore Ltd
PHY00446,Endocrinology,MI,2024-04-12,254.37,Meal,NovaHealth Inc
PHY00146,General Practice,CA,2024-01-27,785.65,Consulting Fee,Acme Pharma
PHY00082,Neurology,IL,2025-03-03,1169.25,Royalty,BioGen Solutions
PHY00254,Pulmonology,FL,2024-06-10,98.64,Royalty,BioGen Solutions
PHY00393,Psychiatry,NY,2025-12-13,183.97,Royalty,MedCore Ltd
PHY00255,Cardiology,PA,2024-06-27,608.76,Meal,MedCore Ltd
PHY00409,Neurology,MI,2025-02-15,172.41,Meal,NovaHealth Inc
PHY00235,Neurology,OH,2025-12-18,63.72,Meal,Acme Pharma
PHY00166,Cardiology,MI,2024-11-06,746.42,Meal,BioGen Solutions
PHY00088,Cardiology,MI,2024-08-04,47.93,Meal,NovaHealth Inc
PHY00133,Cardiology,GA,2025-09-11,66.97,Speaker Fee,NovaHealth Inc
PHY00358,Psychiatry,OH,2025-01-14,225.48,Speaker Fee,BioGen Solutions
PHY00478,Psychiatry,GA,2024-04-17,378.71,Speaker Fee,Acme Pharma
PHY00196,Oncology,CA,2024-11-22,983.64,Meal,BioGen Solutions
PHY00487,Endocrinology,NY,2024-04-28,786.6,Speaker Fee,NovaHealth Inc
PHY00498,Neurology,NC,2025-04-30,1682.2,Royalty,NovaHealth Inc
PHY00357,Oncology,IL,2025-02-19,83.34,Travel & Lodging,BioGen Solutions
PHY00214,General Practice,FL,2024-03-14,39.56,Research Payment,MedCore Ltd
PHY00322,Pulmonology,PA,2024-01-04,219.84,Speaker Fee,BioGen Solutions
PHY00088,Cardiology,MI,2025-06-12,728.53,Speaker Fee,Acme Pharma
PHY00219,Psychiatry,NC,2025-12-17,93.77,Travel & Lodging,Acme Pharma
PHY00024,Psychiatry,PA,2025-04-30,114.89,Royalty,BioGen Solutions
PHY00479,Cardiology,NY,2024-02-25,588.95,Meal,Acme Pharma
PHY00296,Neurology,PA,2025-04-05,276.45,Travel & Lodging,NovaHealth Inc
PHY00273,Psychiatry,CA,2025-02-23,277.77,Consulting Fee,BioGen Solutions
PHY00337,Pulmonology,TX,2025-08-11,31.02,Travel & Lodging,BioGen Solutions
PHY00474,Neurology,OH,2025-06-17,81.5,Travel & Lodging,BioGen Solutions
PHY00323,Neurology,TX,2024-08-14,961.39,Speaker Fee,Acme Pharma
PHY00057,Psychiatry,PA,2024-02-09,4908.09,Royalty,MedCore Ltd
PHY00128,Cardiology,MI,2024-06-21,2099.63,Research Payment,MedCore Ltd
PHY00394,Psychiatry,OH,2024-04-25,292.02,Speaker Fee,BioGen Solutions
PHY00200,Endocrinology,NY,2025-06-26,231.17,Speaker Fee,NovaHealth Inc
PHY00297,Rheumatology,NY,2025-03-22,36.65,Meal,Acme Pharma
PHY00226,Oncology,IL,2025-04-08,65.39,Consulting Fee,Acme Pharma
PHY00395,Endocrinology,PA,2024-11-21,214.95,Research Payment,BioGen Solutions
PHY00091,Psychiatry,PA,2024-03-10,505.54,Meal,Acme Pharma
PHY00335,Rheumatology,PA,2025-01-03,170.75,Research Payment,MedCore Ltd
PHY00165,Oncology,FL,2024-02-18,119.59,Research Payment,BioGen Solutions
PHY00274,Psychiatry,NC,2024-06-14,3033.67,Royalty,Acme Pharma
PHY00293,Cardiology,CA,2025-04-22,25.14,Speaker Fee,BioGen Solutions
PHY00176,Rheumatology,IL,2024-10-26,242.48,Speaker Fee,BioGen Solutions
PHY00225,Oncology,MI,2024-01-16,268.95,Consulting Fee,MedCore Ltd
PHY00315,Endocrinology,PA,2025-01-09,866.71,Meal,Acme Pharma
PHY00231,Rheumatology,MI,2024-10-27,617.29,Royalty,NovaHealth Inc
PHY00493,Cardiology,NC,2024-05-07,1172.33,Speaker Fee,BioGen Solutions
PHY00053,Endocrinology,CA,2024-07-05,488.38,Speaker Fee,Acme Pharma
PHY00399,Psychiatry,TX,2024-08-11,204.52,Speaker Fee,MedCore Ltd
PHY00351,Neurology,PA,2024-05-26,82.83,Research Payment,NovaHealth Inc
PHY00179,Cardiology,NY,2024-02-08,762.28,Meal,NovaHealth Inc
PHY00003,Pulmonology,CA,2024-03-04,1787.5,Royalty,NovaHealth Inc
PHY00203,General Practice,NC,2025-02-14,922.18,Consulting Fee,Acme Pharma
PHY00039,Cardiology,GA,2024-04-11,439.12,Consulting Fee,BioGen Solutions
PHY00099,Rheumatology,OH,2024-10-17,885.64,Meal,BioGen Solutions
PHY00385,Pulmonology,PA,2024-10-07,459.33,Travel & Lodging,NovaHealth Inc
PHY00210,Pulmonology,IL,2024-05-05,1472.18,Meal,Acme Pharma
PHY00448,Rheumatology,IL,2025-08-03,212.97,Royalty,Acme Pharma
PHY00415,Endocrinology,GA,2024-01-10,960.58,Speaker Fee,MedCore Ltd
PHY00164,Neurology,OH,2025-05-16,192.34,Consulting Fee,BioGen Solutions
PHY00458,Psychiatry,MI,2025-01-23,465.01,Royalty,NovaHealth Inc
PHY00189,General Practice,CA,2024-12-11,74.47,Research Payment,NovaHealth Inc
PHY00271,Rheumatology,NY,2024-05-02,738.57,Consulting Fee,MedCore Ltd
PHY00421,Oncology,IL,2024-09-15,28.86,Research Payment,NovaHealth Inc
PHY00438,Psychiatry,NY,2024-06-03,16.83,Royalty,NovaHealth Inc
PHY00186,Pulmonology,GA,2024-12-23,355.32,Royalty,Acme Pharma
PHY00200,Endocrinology,NY,2025-01-05,36.8,Royalty,BioGen Solutions
PHY00341,Endocrinology,NC,2025-03-23,280.74,Royalty,BioGen Solutions
PHY00498,Neurology,NC,2024-09-05,2128.54,Research Payment,MedCore Ltd
PHY00265,Endocrinology,MI,2024-09-27,925.21,Royalty,MedCore Ltd
PHY00292,Endocrinology,CA,2024-03-24,642.73,Research Payment,NovaHealth Inc
PHY00037,Neurology,FL,2024-12-07,209.18,Research Payment,MedCore Ltd
PHY00102,Oncology,NY,2025-02-15,482.47,Royalty,BioGen Solutions
PHY00014,Endocrinology,PA,2025-01-07,61.04,Travel & Lodging,MedCore Ltd
PHY00461,Oncology,PA,2025-08-24,49.41,Research Payment,BioGen Solutions
PHY00305,Oncology,GA,2024-08-07,794.21,Speaker Fee,BioGen Solutions
PHY00042,General Practice,TX,2025-11-06,951.43,Consulting Fee,BioGen Solutions
PHY00058,Cardiology,IL,2025-06-20,519.7,Speaker Fee,NovaHealth Inc
PHY00436,Psychiatry,NC,2025-10-26,1249.73,Royalty,Acme Pharma
PHY00067,Neurology,NY,2024-01-06,2300.01,Speaker Fee,NovaHealth Inc
PHY00082,Neurology,IL,2025-08-21,1087.77,Speaker Fee,MedCore Ltd
PHY00150,Psychiatry,TX,2025-02-07,140.7,Consulting Fee,Acme Pharma
PHY00209,Rheumatology,MI,2024-04-26,606.6,Meal,Acme Pharma
PHY00478,Psychiatry,GA,2024-04-14,456.96,Travel & Lodging,MedCore Ltd
PHY00470,Neurology,FL,2025-05-06,91.7,Research Payment,NovaHealth Inc
PHY00333,Neurology,GA,2025-03-24,543.44,Travel & Lodging,NovaHealth Inc
PHY00207,Psychiatry,FL,2024-09-27,97.71,Consulting Fee,NovaHealth Inc
PHY00267,Neurology,GA,2025-12-05,93.11,Travel & Lodging,Acme Pharma
PHY00483,Pulmonology,TX,2025-01-31,890.89,Speaker Fee,BioGen Solutions
PHY00466,General Practice,CA,2025-04-26,77.44,Travel & Lodging,BioGen Solutions
PHY00259,Psychiatry,MI,2025-12-16,48.28,Consulting Fee,NovaHealth Inc
PHY00161,General Practice,TX,2024-06-24,560.35,Meal,MedCore Ltd
PHY00498,Neurology,NC,2025-09-20,336.55,Meal,MedCore Ltd
PHY00028,Oncology,MI,2024-11-28,80.36,Royalty,NovaHealth Inc
PHY00036,Pulmonology,FL,2025-03-14,120.44,Consulting Fee,MedCore Ltd
PHY00314,General Practice,FL,2025-08-17,148.28,Royalty,MedCore Ltd
PHY00107,Rheumatology,CA,2024-04-18,369.76,Meal,Acme Pharma
PHY00181,Pulmonology,NY,2024-12-21,136.29,Consulting Fee,NovaHealth Inc
PHY00022,Pulmonology,CA,2024-03-06,888.2,Research Payment,MedCore Ltd
PHY00384,Pulmonology,CA,2025-09-06,178.94,Meal,BioGen Solutions
PHY00243,Neurology,IL,2024-03-13,55.35,Royalty,Acme Pharma
PHY00101,General Practice,MI,2025-05-28,905.59,Travel & Lodging,Acme Pharma
PHY00099,Rheumatology,OH,2025-05-09,1032.62,Travel & Lodging,MedCore Ltd
PHY00002,Neurology,OH,2024-10-23,285.01,Meal,MedCore Ltd
PHY00029,Psychiatry,NY,2025-01-25,271.61,Royalty,BioGen Solutions
PHY00012,General Practice,GA,2025-01-23,381.55,Consulting Fee,MedCore Ltd
PHY00100,Pulmonology,NY,2025-10-19,493.33,Consulting Fee,NovaHealth Inc
PHY00185,Cardiology,OH,2024-01-29,1302.21,Royalty,MedCore Ltd
PHY00170,Rheumatology,FL,2024-06-05,669.96,Research Payment,MedCore Ltd
PHY00082,Neurology,IL,2025-03-16,200.12,Royalty,Acme Pharma
PHY00362,Cardiology,MI,2025-12-22,307.13,Speaker Fee,BioGen Solutions
PHY00020,Endocrinology,CA,2025-07-23,203.68,Consulting Fee,MedCore Ltd
PHY00052,Rheumatology,PA,2025-06-03,99.51,Meal,NovaHealth Inc
PHY00236,Neurology,GA,2025-01-08,267.29,Travel & Lodging,NovaHealth Inc
PHY00114,Rheumatology,FL,2024-07-22,207.43,Research Payment,BioGen Solutions
PHY00474,Neurology,OH,2025-11-27,149.66,Speaker Fee,NovaHealth Inc
PHY00003,Pulmonology,CA,2025-03-05,183.32,Meal,Acme Pharma
PHY00179,Cardiology,NY,2024-05-20,397.5,Meal,BioGen Solutions
PHY00130,Neurology,GA,2024-12-17,81.88,Speaker Fee,Acme Pharma
PHY00110,General Practice,MI,2025-08-03,2061.74,Travel & Lodging,BioGen Solutions
PHY00473,Endocrinology,MI,2024-06-10,140.76,Research Payment,NovaHealth Inc
PHY00071,Oncology,TX,2025-03-29,32.08,Travel & Lodging,NovaHealth Inc
PHY00313,Neurology,NC,2024-05-05,563.9,Research Payment,NovaHealth Inc
PHY00299,Pulmonology,NC,2024-07-06,743.8,Consulting Fee,MedCore Ltd
PHY00450,Rheumatology,CA,2025-06-06,321.95,Speaker Fee,NovaHealth Inc
PHY00146,General Practice,CA,2025-08-19,170.39,Meal,NovaHealth Inc
PHY00181,Pulmonology,NY,2025-11-29,269.72,Royalty,NovaHealth Inc
PHY00491,Psychiatry,MI,2024-09-11,404.3,Speaker Fee,Acme Pharma
PHY00367,Rheumatology,NC,2024-11-24,63.61,Travel & Lodging,MedCore Ltd
PHY00488,Neurology,NC,2024-10-07,56.19,Travel & Lodging,BioGen Solutions
PHY00411,Endocrinology,CA,2025-07-05,1145.71,Speaker Fee,BioGen Solutions
PHY00190,Rheumatology,OH,2024-03-23,183.55,Meal,Acme Pharma
PHY00289,Cardiology,NC,2024-08-16,247.28,Travel & Lodging,Acme Pharma
PHY00367,Rheumatology,NC,2025-06-11,375.22,Meal,MedCore Ltd
PHY00133,Cardiology,GA,2024-04-15,1111.9,Meal,Acme Pharma
PHY00453,Rheumatology,MI,2025-11-19,38.32,Research Payment,MedCore Ltd
PHY00161,General Practice,TX,2025-09-10,128.1,Consulting Fee,BioGen Solutions
PHY00018,Psychiatry,TX,2024-04-26,42.2,Consulting Fee,NovaHealth Inc
PHY00176,Rheumatology,IL,2025-02-25,1185.33,Speaker Fee,Acme Pharma
PHY00134,Pulmonology,OH,2025-07-11,1630.51,Meal,NovaHealth Inc
PHY00273,Psychiatry,CA,2025-03-21,552.33,Research Payment,NovaHealth Inc
PHY00070,Rheumatology,FL,2024-05-29,67.28,Meal,BioGen Solutions
PHY00398,Rheumatology,TX,2024-10-04,6.64,Travel & Lodging,BioGen Solutions
PHY00432,Rheumatology,FL,2025-03-30,50.19,Travel & Lodging,Acme Pharma
PHY00079,General Practice,MI,2024-02-21,199.24,Speaker Fee,Acme Pharma
PHY00269,General Practice,OH,2024-08-13,113.3,Royalty,BioGen Solutions
PHY00490,Pulmonology,IL,2025-09-23,1805.19,Travel & Lodging,NovaHealth Inc
PHY00247,Cardiology,CA,2025-03-07,1335.62,Speaker Fee,BioGen Solutions
PHY00329,Psychiatry,GA,2025-01-06,689.17,Meal,Acme Pharma
PHY00323,Neurology,TX,2025-10-12,197.48,Consulting Fee,BioGen Solutions
PHY00092,Neurology,NC,2025-07-28,26.69,Research Payment,NovaHealth Inc
PHY00012,General Practice,GA,2024-11-28,142.77,Travel & Lodging,NovaHealth Inc
PHY00356,General Practice,NY,2024-05-18,247.25,Speaker Fee,NovaHealth Inc
PHY00029,Psychiatry,NY,2025-05-10,111.87,Speaker Fee,Acme Pharma
PHY00299,Pulmonology,NC,2025-12-20,35.65,Speaker Fee,Acme Pharma
PHY00192,Endocrinology,NC,2025-11-02,53.21,Speaker Fee,NovaHealth Inc
PHY00031,Pulmonology,NC,2024-08-19,54.78,Speaker Fee,Acme Pharma
PHY00195,General Practice,CA,2025-05-20,451.33,Consulting Fee,Acme Pharma
PHY00323,Neurology,TX,2025-05-16,1126.74,Speaker Fee,NovaHealth Inc
PHY00393,Psychiatry,NY,2025-08-21,222.94,Meal,MedCore Ltd
PHY00028,Oncology,MI,2025-03-04,267.42,Consulting Fee,BioGen Solutions
PHY00379,Oncology,TX,2025-11-10,61.99,Meal,NovaHealth Inc
